,road_name,gender
2879,Leghorn straat,unknown
2880,Legmeer plein,female
2881,Legmeer straat,unknown
2882,Leibniz straat,male
2883,Leidekkers steeg,unknown
2884,Leidsche Hand,male
2885,Leidsebosje,unknown
2886,Leidse gracht,male
2887,Leidse kade,male
2888,Leidsekruis straat,unknown
2889,Lindenhofje,unknown
2890,Linden straat,male
2891,Marguerite Yourcenar straat,female
2892,Leidse straat,male
2893,Leimuiden straat,unknown
2894,Lekkeresluis,unknown
2895,Leksmond hof,female
2896,Leksmond plein,female
2897,Lek straat,male
2898,Lelie gracht,female
2899,Leliendaal straat,unknown
2900,Leliesluis,unknown
2901,Lemelerberg weg,male
2902,Lemoen pad,female
2903,Lente straat,female
2904,Leo Frijda hof,male
2905,Leo Heijdenrijk straat,male
2906,Leo Horn straat,male
2907,Leonard Springer brug,male
2908,Leonardo straat,male
2909,Leopold straat,male
2910,Lepelkruis straat,unknown
2911,Lepel straat,unknown
2912,Lesbos straat,unknown
2913,Letelier straat,male
2914,Leusden hof,female
2915,Leuven straat,male
2916,Levant kade,male
2917,Levant plein,male
2918,Lex Althoff straat,male
2919,Libau-Eiland,female
2920,Lichter straat,unknown
2921,Licht straat,male
2922,Lidewijde pad,female
2923,Lido straat,male
2924,Liedekerke plantsoen,unknown
2925,Liefdesbruggetje,unknown
2926,Liefdesverklaring,unknown
2927,Lien Gisolf pad,female
2928,Lienden hof,female
2929,Linnaeusdwars straat,unknown
2930,Linnaeus hof,male
2931,Locatelli kade,male
2932,Lier gouw,female
2933,Lies Bakhuyzen laan,female
2934,Liesdelsluis,unknown
2935,Lieven De Key straat,male
2936,Lieven Keersemaker straat,male
2937,Light brug,male
2938,Liguster hof,female
2939,Lijnbaans brug,male
2940,Lijnbaans gracht,unknown
2941,Lijnbaans steeg,unknown
2942,Lijnbaans straat,unknown
2943,Lijnden straat,unknown
2944,Lijnolie straat,unknown
2945,Lijsterbes laan,female
2946,Lijster laan,female
2947,Lijzijde,unknown
2948,Limburg hof,female
2949,Limmen straat,unknown
2950,Limmerick,unknown
2951,Lina Radke pad,female
2952,Lindekers straat,unknown
2953,Linde laan,female
2954,Linden gracht,male
2955,Lindenhoeve straat,unknown
2956,Lindenhoeve weg,male
2957,Locomotief straat,unknown
2958,Linnaeus kade,male
2959,Linnaeus pad,female
2960,Linnaeuspark weg,male
2961,Linnaeus plantsoen,male
2962,Linnaeus straat,male
2963,Lipari weg,male
2964,Lippijn straat,unknown
2965,Lire straat,female
2966,Lisdodde laan,female
2967,Lise Meitner pad,female
2968,Litas weg,male
2969,Livorno straat,male
2970,Lizzy Ansingh straat,female
2971,Lloyd plein,male
2972,Lobo-Braakensiek straat,male
2973,Lodewijk Boisot straat,male
2974,Lodewijk Van Deyssel straat,male
2975,Lodewijk Van Duuren straat,male
2976,Loefzijde,unknown
2977,Loenen dreef,unknown
2978,Loenermark,unknown
2979,Loenermark brug,male
2980,Loevestein,unknown
2981,Lof Der Zotheid brug,male
2982,Logger hof,male
2983,Lohuis,unknown
2984,Lokeren straat,unknown
2985,Loman straat,male
2986,Lombardshofje,unknown
2987,Lombok straat,male
2988,Lommel straat,male
2989,Lommert brug,male
2990,Lomond laan,female
2991,Lontarpalm straat,unknown
2992,Loodskotter hof,female
2993,Looiers gracht,unknown
2994,Lucien Gaudin straat,male
2995,Ludovicus Immink pad,female
2996,Luik singel,male
2997,Loosdrecht dreef,unknown
2998,Loosduinen straat,unknown
2999,Loots straat,female
3000,Loowaard,unknown
3001,Lopik hof,female
3002,Lord Kelvin straat,male
3003,Lorentz laan,female
3004,Lorreinen straat,unknown
3005,Lorrie straat,female
3006,Los kade Riekerhaven,male
3007,Lou Jansen plein,male
3008,Louis Apol straat,male
3009,Louis Armstrong straat,male
3010,Louis Bouwmeester Straat,male
3011,Louis Bouwmeester straat,male
3012,Louis Chrispijn straat,male
3013,Louis Couperus straat,male
3014,Lumeij straat,unknown
3015,Maria Antonia Walpurgis laan,female
3016,Louis Davids straat,male
3017,Louis De Visser plein,male
3018,Louis J. Welter brug,male
3019,Louis Moor hof,male
3020,Louis Naarstig straat,male
3021,Louis Raemaekers straat,male
3022,Louis Schotting straat,male
3023,Louise Marie Loeber plantsoen,female
3024,Louise Went straat,female
3025,Louvre laan,female
3026,Louweshoek,unknown
3027,Louwes weg,male
3028,Lucelle straat,female
3029,Pacaya straat,unknown
3030,LumièRe straat,female
3031,Lupine laan,female
3032,Lupine plein,female
3033,Lupine straat,female
3034,Lust hof,female
3035,Luthuli plein,female
3036,Lutkemeer weg,male
3037,Lutma straat,unknown
3038,Luton hof,male
3039,Luttenberg weg,male
3040,Luvernes,unknown
3041,Luyendijkje,unknown
3042,Luzac straat,unknown
3043,Lyceum brug,male
3044,LüBeck brug,male
3045,M. Berdenis Van Berlekom straat,male
3046,M. Gandhi laan,female
3047,M. Hanenberg straat,unknown
3048,M.C. Addicks straat,unknown
3049,M.J. Granpré MolièRe plein,female
3050,M.J.E. Lippits straat,unknown
3051,Ma Braun pad,female
3052,Maagdenpalm straat,unknown
3053,Maan straat,male
3054,Maarkedal pad,female
3055,Maarsen hof,female
3056,Maarten Harpertszoon Tromp straat,male
3057,Maarten Jansz. Koster straat,male
3058,Maasdriel hof,female
3059,Maaseik pad,female
3060,Maaseik straat,unknown
3061,Maasland straat,unknown
3062,Marco Polo straat,male
3063,Marcus straat,male
3064,Marga Klompé Laan,female
3065,Maassluis straat,unknown
3066,Maas straat,male
3067,Madeira pad,female
3068,Madelieven straat,unknown
3069,Madura straat,male
3070,Magalhaens plein,female
3071,Magerhorst,unknown
3072,Magersfontein straat,unknown
3073,Magneet straat,unknown
3074,Magnolia laan,female
3075,Magnolia straat,female
3076,Mainhaven weg,male
3077,Majang brug,female
3078,Majoor Bosshardt brug,male
3079,Majoor Frans weg,male
3080,Majoor Van Moerkerk pad,female
3081,Makassar plein,male
3082,Makassar straat,male
3083,Makelaarsbruggetje,unknown
3084,Margaret Bonds hof,female
3085,Margot Fonteyn straat,female
3086,Margriete Van Cleve laan,male
3087,Malden hof,male
3088,Malie baan,female
3089,Malta weg,male
3090,Malus laan,female
3091,Malva straat,female
3092,Mandarijnen straat,unknown
3093,Mandenmakers pad,female
3094,Mandenmakers steeg,unknown
3095,Manege straat,male
3096,Manenburg straat,unknown
3097,Manna De Wijs-Mouton hof,male
3098,Maputo weg,male
3099,Marathon weg,male
3100,Marcanti laan,female
3101,Marcellus Emants straat,male
3102,Marchant hof,male
3103,Maria Austria straat,female
3104,Maria Bes hof,female
3105,Maria Montessori straat,female
3106,Maria Sibylla Merian brug,female
3107,Maria SkłOdowska-Curie brug,female
3108,Maria Snel plantsoen,female
3109,Mariadistel kade,male
3110,Mariahoeve pad,female
3111,Marianella straat,female
3112,Marianne Hilarides plantsoen,female
3113,Marianne Philips straat,female
3114,Marie Altelaar plein,female
3115,Marie Baron laan,female
3116,Marie Heineken plein,female
3117,Marie Van Westerhoven straat,female
3118,Marieken Van Nimwegen straat,male
3119,Marifoon weg,male
3120,Mariniers kade,male
3121,Mariotte plein,female
3122,Mariotte straat,female
3123,Maritz straat,female
3124,Marius Bauer plantsoen,male
3125,Marius Bauer straat,male
3126,Marius Meijboom straat,male
3127,Marius Van Bouw dijk Bastiaanse straat,male
3128,MariëNdaal,unknown
3129,Marjolein straat,female
3130,Markelerberg pad,female
3131,Marken gouw,female
3132,Markengouwtunnel,unknown
3133,Marken plein,male
3134,Marker veld,male
3135,Markies pad,female
3136,Markon straat,male
3137,Mark singel,male
3138,Marmolada,unknown
3139,Marnix kade,male
3140,Marnix plein,male
3141,Marnix straat,male
3142,Maroa straat,female
3143,Marquette,female
3144,Marskramer straat,unknown
3145,Marsman straat,male
3146,Mars straat,male
3147,Martelaars gracht,unknown
3148,Marten Corver hof,male
3149,Martien Coppens hof,male
3150,Martin Ennals plein,male
3151,Martin Ennals straat,male
3152,Martin Luther King Park,male
3153,Martin Luther King laan,male
3154,Martin Luther King park,male
3155,Martin NiemöLler straat,male
3156,Martin Vlaar kade,male
3157,Martini Van Geffen straat,male
3158,Martinus Jan Langeveld straat,male
3159,Nedersticht,unknown
3160,Mary Van Der Sluis straat,female
3161,Mary Wollstonecraft brug,female
3162,Mary Zeldenrust straat,female
3163,Mastbos,unknown
3164,Mast hof,male
3165,Mata Hari hof,female
3166,Mataram straat,male
3167,Matenesse- Hof,female
3168,Mathijs Vermeulen pad,male
3169,Mathura straat,female
3170,Matrozen hof,female
3171,Mattenbies straat,unknown
3172,Matterhorn,male
3173,Mattheus Sladus hof,male
3174,Maurice Peeters pad,male
3175,Maurice Ravel laan,male
3176,Maurits Binger plantsoen,male
3177,Maurits Kann straat,male
3178,Maurits Sabbe hof,male
3179,Meer pad,female
3180,Meester Treub laan,female
3181,Methaan weg,male
3182,Maurits kade,male
3183,Maurits straat,male
3184,Mauve straat,male
3185,Max De Haas straat,male
3186,Max Euwe plein,male
3187,Max Planck straat,male
3188,Maxwell straat,male
3189,Mechelen singel,male
3190,Medemblik straat,unknown
3191,Meent straat,female
3192,Meer En Vaart,male
3193,Meerhuizen plein,female
3194,Meerhuizen straat,unknown
3195,Meerkerk dreef,unknown
3196,Meerlucht laan,female
3197,Meermont kade,male
3198,Meern hof,female
3199,Menara hof,female
3200,Mendel hof,male
3201,Meester Visser plein,male
3202,Meeuwen laan,female
3203,Meeuwen plein,female
3204,Mendes Da Costa hof,male
3205,Menno Ter Braak straat,male
3206,Mensinge,unknown
3207,Metroplaats,unknown
3208,Metrostation Nieuwmarkt,unknown
3209,Rosy Wertheim straat,female
3210,Meiberg dreef,unknown
3211,Metrostation Waterloo plein,male
3212,Oetgensdwars straat,unknown
3213,Meiberg pad,female
3214,Meidoorn plein,female
3215,Meidoorn weg,male
3216,Meimorgen straat,unknown
3217,Mekong weg,male
3218,Melis Stoke hof,female
3219,Melkdistel straat,unknown
3220,Melkmeisjes brug,male
3221,Melk weg,male
3222,Melkweg brug,male
3223,Meloenen straat,unknown
3224,Melsbroek hof,female
3225,Memeleiland,unknown
3226,Memling straat,male
3227,Menado straat,unknown
3228,Mercator plein,female
3229,Mercator straat,unknown
3230,Merce Cunningham plantsoen,female
3231,Mercken burg,male
3232,Mercurius plein,male
3233,Mercurius straat,male
3234,Merel pad,female
3235,Merel straat,female
3236,Merlijn straat,male
3237,Merwede plein,female
3238,Mesdag straat,unknown
3239,Messchaert straat,unknown
3240,Messina straat,male
3241,Metaalbewerker weg,male
3242,Meteoren singel,male
3243,Meteoren weg,male
3244,Midden weg,male
3245,Rotgans steeg,unknown
3246,Metrostation Weesper plein,female
3247,Metrostation Wibaut straat,unknown
3248,Metsel straat,unknown
3249,Mezen laan,female
3250,Mezen straat,male
3251,Mezquita laan,female
3252,MichaëL plein,male
3253,Michel De Klerk hof,male
3254,Michel Fokine straat,male
3255,Michel Foucault brug,male
3256,Michelangelo straat,male
3257,Michiel De Ruijtertunnel,male
3258,Middelhoff straat,unknown
3259,Middelie straat,unknown
3260,Middelveld straat,unknown
3261,Midden laan Zunder dorp,female
3262,Middenmeer,unknown
3263,Middenmeer pad,female
3264,Middentunnel,unknown
3265,Midscheeps,unknown
3266,Midwoud pad,female
3267,Mien Labberton straat,female
3268,Mien Ruys brug,female
3269,Mije hof,male
3270,Mijnden hof,female
3271,Mikonos pad,female
3272,Millet straat,female
3273,Millingen hof,female
3274,Milovan Djilas plein,male
3275,Milovan Djilas straat,male
3276,Minahassa straat,unknown
3277,Minckelers straat,unknown
3278,Minervahaven weg,male
3279,Minerva laan,female
3280,Minerva pad,female
3281,Minerva plein,female
3282,Minnemoers straat,unknown
3283,Mira plein,female
3284,Moddermolen brug,male
3285,Moddermolen straat,unknown
3286,Modelmaker straat,unknown
3287,Modem straat,male
3288,Moeder Alacoque brug,female
3289,Moederkruid straat,unknown
3290,Moeras pad,female
3291,Moerbeien straat,unknown
3292,Moerbeke,unknown
3293,Moerdijk straat,unknown
3294,Moermansk kade,male
3295,Moersbergen,unknown
3296,Moestuin laan,female
3297,Moezelhaven weg,male
3298,Moker straat,male
3299,Molen 'T Haasje pad,female
3300,Molenaars weg,male
3301,Molen gouw,female
3302,Molen kade,male
3303,Molen pad,female
3304,Molen steeg,male
3305,Molenwerf,unknown
3306,Molenwijk,unknown
3307,Mol steeg,male
3308,Molukken straat,unknown
3309,Molukken straat (Insulinde weg),unknown
3310,Mona Gowan pad,female
3311,Mondlane straat,unknown
3312,Monitor straat,male
3313,Nieuwmarkt,unknown
3314,Monnikendammer plantsoen,unknown
3315,Monnikendammer weg,male
3316,Monniken straat,unknown
3317,Monnikskap straat,unknown
3318,Mont Blanc plein,female
3319,Mont Ventoux pad,female
3320,Monte Adi,male
3321,Monte Perdido,male
3322,Monte Rosa plein,male
3323,Montefiore park,female
3324,Montelbaans brug,male
3325,Montelbaan straat,unknown
3326,Montferland straat,unknown
3327,Montfoort hof,female
3328,Moreelse straat,unknown
3329,Morellen straat,unknown
3330,Morra hof,female
3331,Mortel straat,male
3332,Mos plein,female
3333,Mos straat,male
3334,Mosterdpot steeg,unknown
3335,Mos veld,male
3336,Motor kade,male
3337,Motorwal,unknown
3338,Mouthaan steeg,unknown
3339,Mozart kade,male
3340,Mozes En AäRon straat,male
3341,Mr. J.J. Van Der Velde brug,male
3342,Ms. Oslofjord weg,male
3343,Ms. Tarn weg,female
3344,Ms. Van Riemsdijk weg,male
3345,Mt. Lincoln weg,male
3346,Mubretia laan,female
3347,Muiderberg brug,male
3348,Muider straat,unknown
3349,Muntberg weg,male
3350,Muntendam straat,unknown
3351,Munt plein,male
3352,Murillo straat,male
3353,Museum plein,female
3354,Museum straat,female
3355,Mussen straat,unknown
3356,Muurbloem straat,unknown
3357,Muur weg,male
3358,Muzen plein,female
3359,MáRia Telkes straat,female
3360,N. Lansdorp straat,unknown
3361,Naaldwijk straat,unknown
3362,Naardermeer straat,unknown
3363,Nachtegaal laan,female
3364,Nachtegaal straat,male
3365,Nachtwacht laan,female
3366,Nadezjda Mandelstam straat,female
3367,Nadia En Lili Boulanger plantsoen,female
3368,Nadir straat,male
3369,Nadorst steeg,unknown
3370,Nageljongen straat,unknown
3371,Nannie Van Wehl straat,male
3372,Nanno plein,male
3373,Narita weg,female
3374,Narva-Eiland,male
3375,Narwal straat,male
3376,Ndsm- Plein,female
3377,Ndsm- Straat,unknown
3378,Nieuwpoort kade,male
3379,Onze Lieve Vrouwe steeg,female
3380,Nassau kade,male
3381,Nassau plein,male
3382,Nathan F. IsraëL weg,male
3383,Ndsm- Kade,male
3384,Nederhoven,unknown
3385,Pieter Van Der Does straat,male
3386,Neerkanne,unknown
3387,Neerlandia plein,female
3388,Nellestein pad,female
3389,Nellie Bodenheim straat,female
3390,Nellie Van Kol straat,male
3391,Nelson Mandela park,male
3392,Nemesia laan,female
3393,Neptunus plein,female
3394,Neptunus straat,male
3395,Nepveu straat,unknown
3396,Nes,female
3397,Nescio brug,male
3398,Nesserhoek,unknown
3399,Nesserland,unknown
3400,Nesserton,unknown
3401,Netwerk weg,male
3402,Nias straat,female
3403,Nibbixwoud straat,unknown
3404,Nic. De Roever straat,male
3405,Nickerie straat,unknown
3406,Nieuw Herlaer,female
3407,Nico Broekhuysen weg,male
3408,Nico Jesse kade,male
3409,Nico Snijders straat,male
3410,Nico Van Suchtelen hof,male
3411,Nicolaas Anslijn straat,male
3412,Nicolaas Beets plantsoen,male
3413,Nicolaas Beets straat,male
3414,Nicolaas Berchem straat,male
3415,Nicolaas Henneman hof,male
3416,Nicolaas Japikse straat,male
3417,Nicolaas Maes straat,male
3418,Nicolaas Ruychaver straat,male
3419,Nicolaas Tetterode straat,male
3420,Nicolaas Witsen kade,male
3421,Nicolaas Witsen straat,male
3422,Niek Engelschman brug,male
3423,Nienke Van Hichtum straat,female
3424,Nierkerke straat,unknown
3425,Niers straat,unknown
3426,Nieuwe Houttuinen,male
3427,Nieuwe Jonker straat,male
3428,Nieuw-Zeeland weg,female
3429,Nieuwe Achter gracht,male
3430,Nieuwe Aker weg,male
3431,Nieuwe Amstel brug,male
3432,Nieuwe Amstel straat,male
3433,Nieuwe Amsterdamse weg,male
3434,Nieuwe Batavier straat,male
3435,Nieuwe Doelen straat,male
3436,Nieuwe Egelantiers straat,male
3437,Nieuwe Foelie straat,male
3438,Nieuwe Gang,male
3439,Nieuwe Gieters straat,male
3440,Nieuwe Gouw,female
3441,Nieuwe Haagse weg,male
3442,Nieuwe Hem weg,male
3443,Nieuwe Heren gracht,male
3444,Nieuwe Hoog straat,male
3445,Nieuwe Keizers gracht,male
3446,Nieuwe Kerk straat,male
3447,Nieuwe Laan,female
3448,Nieuwe Leeuwarder weg,male
3449,Nieuwe Lelie straat,female
3450,Nieuwe Looiersdwars straat,male
3451,Nieuwe Looiers straat,male
3452,Nieuwe Maan straat,male
3453,Nieuwe Meer pad,female
3454,Nieuwe Nieuw straat,male
3455,Nieuwe Oostenburgerdwars straat,male
3456,Nieuwe Oostenburger straat,male
3457,Nieuwe Oostenburgervoor straat,male
3458,Nieuwe Osdorper gracht,male
3459,Pieter Van Der Meulen hof,male
3460,Nieuwe Prinsen gracht,male
3461,Nieuwe Purmer weg,male
3462,Nieuwe Ridder straat,male
3463,Nieuwe Schermer straat,male
3464,Nieuwe Sint Pieterspoort,male
3465,Nieuwe Spaarpot steeg,male
3466,Nieuwe Spiegel straat,male
3467,Nieuwe Teertuinen,male
3468,Nieuwe Tuin straat,male
3469,Nieuwe Uilenburger straat,male
3470,Nieuwe Utrechtse weg,male
3471,Nieuwe Vijzel straat,male
3472,Nieuwe Wagen straat,male
3473,Nieuwenhuysen straat,unknown
3474,Nieuwerhoek,unknown
3475,Nieuwpoort straat,unknown
3476,Nieuwe Westerdok straat,male
3477,Nieuwe Wetering straat,male
3478,Nieuwe Willems straat,male
3479,Nieuwe Zonne weg,male
3480,Nieuwe-Hoofd hof,male
3481,Nieuwe-Wercks brug,male
3482,Nieuwebrug steeg,unknown
3483,Nieuwegein laan,female
3484,Nieuwegrachtje,unknown
3485,Nieuwendammer Molen pad,female
3486,Nieuwendammer Sluis pad,female
3487,Nieuwendammer dijk,male
3488,Nieuwendammer kade,male
3489,Nieuwendammer straat,unknown
3490,Nieuwen dijk,male
3491,Nieuwersluis hof,female
3492,Nieuwevaart,unknown
3493,Nieuwevaart kade,male
3494,Nieuwevaart weg,male
3495,Nieuwezijds Arm steeg,male
3496,Nieuwezijds Kolk,unknown
3497,Nieuwezijds Voorburgwal,unknown
3498,Nieuwland hof,female
3499,Noordsche Compagnie brug,male
3500,Niftrik hof,female
3501,Nigelle straat,female
3502,Nigtevecht hof,female
3503,Nijen burg,male
3504,Nijlpaarden brug,male
3505,Nilda Pinto straat,female
3506,Nimrod,male
3507,Ninette De Valois kade,male
3508,Nirwana,female
3509,Nisser straat,unknown
3510,Nobel weg,male
3511,Nolens straat,male
3512,Noord,unknown
3513,Noord-Beveland straat,unknown
3514,Noorder Ij dijk,male
3515,Noorder Valdeur,unknown
3516,Noorderaker weg,male
3517,Noordwal,unknown
3518,Noordzeekanaal weg,male
3519,Oetewaler pad,female
3520,Noorderbreedte,unknown
3521,Noorderdwars straat,unknown
3522,Noorderhaaks pad,female
3523,Noorderhoofd,unknown
3524,Noorderkerk straat,unknown
3525,Noorderkroon straat,unknown
3526,Noordermarkt,unknown
3527,Noorder park,female
3528,Noorder straat,unknown
3529,Noordhollandschkanaal dijk,male
3530,Noordholland straat,unknown
3531,Noordkaper weg,male
3532,Noordzee weg,male
3533,Noordzijde,unknown
3534,Notarisappel straat,unknown
3535,Notenboom laan,female
3536,Noten straat,unknown
3537,Not weg,male
3538,Nova Zembla straat,female
3539,Nuldernauw pad,female
3540,Obi plein,female
3541,Oceanen weg,male
3542,Ochten hof,female
3543,Octaan weg,male
3544,Ode brug,female
3545,Oder weg,male
3546,Oermilla Tewarie straat,unknown
3547,Oesjesduiker,unknown
3548,Oetewaler straat,unknown
3549,Oeverlanden weg,male
3550,Oever pad,female
3551,Ogentroost straat,unknown
3552,Ohm straat,male
3553,Okeghem straat,unknown
3554,Oldambt straat,unknown
3555,Oldengaarde,unknown
3556,Oleander straat,male
3557,Olga De Haas straat,female
3558,Oliepalm straat,unknown
3559,Olieslagers steeg,unknown
3560,Olifantswerf,unknown
3561,Oliphants brug,male
3562,Olmen laan,female
3563,Olof Palme plein,male
3564,Oltmans straat,unknown
3565,Olympia kade,male
3566,Oogst straat,unknown
3567,Ooievaar pad,female
3568,Ooievaars weg,male
3569,Rotterdammer brug,male
3570,Olympia plein,female
3571,Olympia straat,female
3572,Olympia weg,female
3573,Olympisch Stadion,unknown
3574,Ombilin straat,unknown
3575,Ommegang,male
3576,Ommeren hof,female
3577,Omval,unknown
3578,Onbekende gracht,unknown
3579,Onderlangs,unknown
3580,Onkelboeren steeg,unknown
3581,Onsenoort,unknown
3582,Onstein,unknown
3583,Ookmeer weg,male
3584,Oossaander Hoop,male
3585,Oost,male
3586,Oost 1,male
3587,Oost-Indische Huis brug,male
3588,Oostakker straat,unknown
3589,Oosteinde,unknown
3590,Oosterse kade,male
3591,Oostelijke Handels kade,male
3592,Oostenburgerdwars straat,unknown
3593,Oostenburger gracht,unknown
3594,Oostenburgermidden straat,unknown
3595,Oostenburger park,female
3596,Oostenburgervoor straat,unknown
3597,Ooster Ring dijk,male
3598,Oosterdok,unknown
3599,Oosterdoksdraai brug,male
3600,Oudaen,female
3601,Pieter Van Der Werf straat,male
3602,Oosterdoks kade,male
3603,Oosterdoks straat,unknown
3604,Oosterend straat,unknown
3605,Oosterlengte,unknown
3606,Oostermeer straat,unknown
3607,Ooster park,female
3608,Oosterring dijk,male
3609,Oosterspoor plein,female
3610,Oostertoegang,unknown
3611,Oosthuizen straat,unknown
3612,Oostoever,unknown
3613,Oosttunnel,unknown
3614,Oostzaan straat,unknown
3615,Oostzaner dijk,male
3616,Oostzee weg,male
3617,Opdijk straat,unknown
3618,Openhart steeg,unknown
3619,Ophemert hof,female
3620,Ouddiemer laan,female
3621,Opheusden hof,female
3622,Opijnen hof,female
3623,Opmerkzaam,unknown
3624,Opperdoes pad,female
3625,Oranje Nassau laan,female
3626,Oranje-Vrijstaat kade,male
3627,Oranje brug,male
3628,Oranje laan,female
3629,Oranje plantsoen,male
3630,Orgeldraaiers pad,female
3631,Orion plantsoen,male
3632,Orion straat,male
3633,Orkney pad,female
3634,Oude Braak,male
3635,Oude Doelen straat,female
3636,Orly plein,female
3637,Ornstein straat,male
3638,Ortelius kade,male
3639,Ortelius pad,female
3640,Ortelius straat,unknown
3641,Ortler,unknown
3642,Osdorper Ban,male
3643,Oude Haagse weg,female
3644,Oude Hoog straat,female
3645,Osdorper weg,male
3646,Osdorp plein,female
3647,Ossenspook steeg,unknown
3648,Ostwald straat,male
3649,Otopeni weg,male
3650,Ottho Heldring straat,male
3651,Oturia,unknown
3652,Ouborg,unknown
3653,Oudekerks plein,female
3654,Oudemanhuispoort,unknown
3655,Oudenaarde plantsoen,unknown
3656,Oudenrijn laan,female
3657,Ouderkerker dijk,male
3658,Oudeschans,unknown
3659,Oudezijds Achterburgwal,unknown
3660,Oudezijds Arm steeg,male
3661,Oudezijds Kolk,unknown
3662,Oudezijds Voorburgwal,unknown
3663,Oudorper straat,unknown
3664,Ouwerdingen pad,female
3665,Overamstel straat,unknown
3666,Pieter Vlaming straat,male
3667,Overbraker pad,female
3668,Overdam,unknown
3669,Overdiemer weg,male
3670,Overflakkee straat,unknown
3671,Overhaalsgang,unknown
3672,Overhaal straat,unknown
3673,Overhoekspark laan,female
3674,Overleg,unknown
3675,Overpelt straat,unknown
3676,Overschie straat,female
3677,Oversinge,unknown
3678,Overslag,unknown
3679,Overslag hof,female
3680, Pad Achter Volkstuin Lissabon,female
3681,Padang straat,male
3682,Paerlduiker,unknown
3683,Pakinge hof,female
3684,Paladru hof,female
3685,Palamedes straat,male
3686,Paleis straat,female
3687,Palembang straat,male
3688,Palestrina straat,unknown
3689,Palet straat,male
3690,Palmdwars straat,unknown
3691,Overtoom,unknown
3692,Overveen straat,unknown
3693,Overvoorde,unknown
3694,Overzicht weg,female
3695,P Amstel park,female
3696,P+R Zee burg I,male
3697,P. Dijkstra plein,female
3698,P. Hans Frankfurther singel,male
3699,P. Lieftinck straat,unknown
3700,P.E. Tegelberg plein,female
3701,P.J. Oud straat,male
3702,P.L. Marnette straat,female
3703,P5 Villa Arena,female
3704,Pa Sem brug,male
3705,Paalberg weg,male
3706,Paardekraal straat,unknown
3707,Paarden straat,unknown
3708,Paasheuvel weg,male
3709,Paavo Nurmi pad,male
3710,Palm gracht,male
3711,Palm straat,male
3712,Paltrok,unknown
3713,Pamir straat,male
3714,Pampus laan,female
3715,Panama kade,male
3716,Panama laan,female
3717,Panchuli steeg,unknown
3718,Pancras straat,male
3719,Pandim steeg,unknown
3720,Pandorina straat,unknown
3721,Pannerden straat,unknown
3722,Pantograaf straat,unknown
3723,Papaverhoek,unknown
3724,Polanen hof,female
3725,Papaver weg,male
3726,Papenbroeks steeg,unknown
3727,Papenbrug steeg,unknown
3728,Papendrecht straat,unknown
3729,Papiermolensluis,unknown
3730,Papier weg,male
3731,Paradijsappel straat,unknown
3732,Paradijs plein,female
3733,Paradiso,female
3734,Paramaribo plein,female
3735,Paramaribo straat,unknown
3736,Parel straat,male
3737,Park hof,female
3738,Parlevinker,unknown
3739,Parlevinker pad,female
3740,Parmenides straat,male
3741,Pazzani straat,unknown
3742,Peel straat,male
3743,Pegasus straat,male
3744,Scharenslijpers pad,female
3745,Parnassus weg,male
3746,Paros straat,male
3747,Parthenon hof,female
3748,Pascal straat,male
3749,Passage 2,female
3750,Passage 3,female
3751,Passeerders gracht,unknown
3752,Passeerders straat,unknown
3753,Passtukken pad,female
3754,Pastel straat,female
3755,Pasteur straat,male
3756,Pasubio,unknown
3757,Pater Van Kilsdonk brug,male
3758,Paternoster steeg,male
3759,Paters laan,female
3760,Patrice Lumumba straat,male
3761,Patroclos straat,unknown
3762,Paul Huf kade,male
3763,Paul Scholten straat,male
3764,Paul Schuitema hof,male
3765,Paul Van Vlissingen straat,male
3766,Paulus Potter straat,male
3767,Paulus Van Hemert straat,male
3768,Pauwels-Van Biene straat,male
3769,Pauwen pad,female
3770,Scharrebiersluis,unknown
3771,Peilscheidings kade,male
3772,Pekelharing straat,unknown
3773,Pelerin,unknown
3774,Pelikaan brug,female
3775,Pelikaan straat,female
3776,Pelister steeg,female
3777,Penninks hof,female
3778,Penny hof,female
3779,Penseel straat,unknown
3780,Pentagon,male
3781,Peper straat,male
3782,Pepijn pad,male
3783,Peren pad,female
3784,Pernau brug,male
3785,Perseus straat,male
3786,Persijn,male
3787,Pers straat,male
3788,Perzik straat,unknown
3789,Peseta laan,female
3790,Pestalozzi hof,female
3791,Pesthuys brug,male
3792,Petemayen brug,male
3793,Peter Schat straat,male
3794,Peter Van Anrooy straat,male
3795,Peter Wotke hof,male
3796,Petmolen,unknown
3797,Pieter Langendijk straat,male
3798,Polanen straat,unknown
3799,Petroleumhaven weg,male
3800,Petrus Blok hof,male
3801,Petten straat,unknown
3802,Peursum straat,unknown
3803,Philip Bloemendal brug,male
3804,Philip Vingboons straat,male
3805,Piarco plein,female
3806,Pieneman straat,unknown
3807,Pier Afrika,female
3808,Pramen pad,female
3809,Pier Amerika,female
3810,Pier Azië,male
3811,Pier Europa,female
3812,Pier Pander straat,male
3813,Pierre Cuypers hof,male
3814,Pierre Lallement straat,male
3815,Piet Dickentman brug,male
3816,Piet Gijzenbrug straat,male
3817,Piet Hein Garage,male
3818,Piet Hein kade,male
3819,Pieter Lastman kade,male
3820,Pieter Lodewijk Tak straat,male
3821,Pieter Oosterhuis straat,male
3822,Pieter Oosterlee hof,male
3823,Pieter Pauw straat,male
